# results from master table, 12/09/18
# spindxflag: 0 means catalog spindx available (or sne='*'), 1 means spindx calculated using s400 and s1400, 2 means spindx=-1.7
name rajd decjd p0 dm dms dmserr dist mjd bw spindx spindxflag temp w10 w50 on-pulse sne snm dsnm DOF_corr s350m ds s350e s400 s1400 numdet bm surv spindx_m dspindx_m p1 assoc bsurf prof_len nosearch
J1855-0941 283.8 -9.68 0.345401 151.9 153.6 0.08923275412750059 0.124 58252 40.080469 -3.9 0 223.39999999999998 51.157 32.045 32.0 292.78544742681174 14.87129206283607 2.6993585312781927 0.9578461537560924 8.066009308455625 1.8242991936247175 212.011234704 * 0.90 1 88704 catalog * * 2.40e-16 * 2.91e+11 200 0
J1856+0113 284.0 1.222 0.26744 96.74 96.47 0.06909188961195467 0.17 57818 64.0 -2.3 1 445.2 10.302 4.796 7.0 8.39395386165195 8.209936980268559 2.1395297456264717 0.9565876397744342 3.6064429915772105 0.9939323886880955 4.6236083223908295 3.40 0.19 2 74187 catalog * * 2.08e-13 SNR:W44,XRS:PWN[pks02] 7.55e+12 200 0
J1856-0526 284.0 -5.44 0.370483 130.5 131.8 0.09571257305977343 0.245 58087 55.0 * 2 248.7 41.492 16.991 23.0 5.3368171198389165 13.37175439635861 3.154723762531475 0.9581015722061207 9.172198992371758 2.3495104691942523 4.22242531447 * 0.40 2 83536 catalog * * 1.70e-15 * 8.02e+11 200 0
J1857+0057 284.2 0.954 0.356929 82.39 82.54 0.09221095971920944 0.154 57877 59.7 -1.3 1 380.9 42.423 33.232 24.0 6.577226206465296 15.754679953864503 2.7429753863288027 0.9579697806244569 11.319776700871731 2.2141575824065747 5.9884977311755545 5.00 0.92 2 74797 catalog * * 5.46e-17 * 1.41e+11 200 0
J1857-1027 284.3 -10.4 3.687219 108.9 107.3 0.9525760100325379 0.14 58355 58.280469 * 0 187.79999999999998 257.985 116.876 14.0 * 48.50944039404461 3.1241009305554877 0.959969986366548 11.603851487086771 1.4530259130491787 * * * 1 89924 catalog * * 1.05e-14 * 6.31e+12 200 0
J1859+00 284.9 0.583 0.559634 420.0 423.0 0.14457886087008917 0.21 57877 57.5 * 2 282.3 109.684 69.177 39.0 47.54114473191461 23.220918488944175 3.1369469045781835 0.9590973738688511 19.03529783204798 3.150511988552356 50.6691037737 * 4.80 2 75030 catalog * * * * * 200 0
J1859+76 284.7 76.89 1.394 47.0 47.09 0.36013346589539647 0.003 55177 73.5 * 0 63.39 50.813 32.773 7.0 * 15.736328393591016 3.4590885049913367 0.9598261610938675 0.7532763171193896 0.21499853229295754 * * * 1 1979 catalog * * * * * 200 0
J1900-2600 285.1 -26.0 0.612209 37.99 37.92 0.1581613694564955 0.118 56777 72.3 -1.5 0 129.10000000000002 69.924 13.242 30.0 539.4668535374315 521.2022282740858 0.5354281879716861 0.959232342379333 104.84794308658289 12.504477288490222 160.051303728 131.00 15.00 2 109465 catalog * * 2.05e-16 * 3.58e+11 200 0
J1900-09 285.0 -9.46 1.424005 164.0 162.66 0.37 0.049 58252 53.900000000000006 * 0 177.3 36.605 104.724 14.0 * 10.683232671859244 13.24218503107982 0.9598327184984421 2.5587137651104572 3.184121052159558 * * * 1 88560 catalog * * * * * 200 0
J1900+30 285.0 30.88 0.602227 71.84 71.91 0.15558256582911542 0.088 56085 62.566796999999994 -1.5 0 103.82000000000001 19.823 12.26 6.0 * 31.988296591460056 1.7146611851796227 0.959209236162377 2.089047092737157 0.3463609263601631 * * * 1 37024 catalog * * * * * 200 0
J1901+0156 285.3 1.943 0.288219 105.3 105.3 0.0744600483550253 0.276 57692 60.900000000000006 -2.9 0 380.9 8.278 3.907 6.0 31.867976730468534 42.55408628572575 0.8473089235257204 0.9570170892310562 21.26361771207581 2.1022799615795553 20.1788872352 13.70 0.38 4 73056 catalog * * 2.36e-15 * 8.34e+11 200 0
J1901-04 285.337 -4.819599999999999 1.83 107.0 106.56 0.7369867221393708 0.01624827 57544 66.0 * 0 250.08545600662012 352.795 72.204 25.0 * 13.224848408952676 4.740605157257489 0.96 6.36425775056935 2.3504538971161755 * * * 1 82405 gbncc * * * * * 128 0
J1901-0906 285.4 -9.1 1.781928 72.68 72.48 0.46035287418655096 0.121 58252 39.980469 -2.4 0 203.0 73.596 14.532 8.0 49.45373603950795 36.511681173039364 2.324776582317519 0.9598884120105203 8.271497745092917 1.2796380451902518 15.1556077972 11.00 3.50 4 88183 catalog -1.885996 0.336634 1.64e-15 * 1.73e+12 200 0
J1902-10 285.5 -10.6 0.78677 91.0 96.29 0.2032583981079778 0.215 58355 78.3 * 0 161.5 44.717 11.338 13.0 * 10.597622077677094 2.7340650328548555 0.9595118145366027 2.508373730731479 0.6870411113488181 * * * 1 89780 catalog * * * * * 200 0
J1903+0135 285.8 1.593 0.729306 245.1 245.0 0.18841283893709326 0.254 57695 60.2 -2.0 0 282.3 70.142 23.232 19.0 94.97433946414229 73.57492228337138 1.5553835376874456 0.9594402096537609 45.13797921871488 4.300050552636898 75.7551020408 58.00 5.50 3 73666 catalog -1.755553 0.266710 4.03e-15 * 1.74e+12 200 0
J1903-0258 285.8 -2.97 0.301459 113.0 114.1 0.07788054124487827 0.225 57452 56.0 * 2 248.7 33.953 11.505 26.0 1.8843780329336957 7.026916613379153 5.224355917959254 0.9572485572794366 4.182843280697256 3.1381433268298116 1.47784886007 * 0.14 2 80054 catalog * * 6.79e-16 * 4.58e+11 200 0
J1903-0632 285.9 -6.53 0.431887 195.6 195.7 0.1115760130453121 0.433 58204 56.599999999999994 -1.8 0 203.0 48.812 18.323 22.0 18.32588891721395 25.26294514393681 2.429565742701327 0.958559866994732 29.806456163642263 4.256709087686841 29.2491561197 23.00 * 4 85222 catalog -2.595663 0.150663 3.40e-15 * 1.23e+12 200 0
J1903-0848 285.7 -8.81 0.887325 66.99 66.6 0.2292363182393348 0.38 58227 35.051172 * 0 184.5 35.746 16.249 8.0 * 8.600835062259687 6.35559706506236 0.9596070755437714 4.874455934648848 3.684711232489043 * * * 3 87196 catalog -1.932784 1.084063 1.33e-15 * 1.10e+12 200 0
J1903+2225 285.9 22.42 0.651185 109.2 110.8 0.16823063916003855 0.177 56457 74.4 0.50 0 123.34 52.833 7.045 20.0 2.966912807636808 5.407989176715306 4.97330920404058 0.9593132325517042 0.9136976064793724 0.8477735921614588 0.748331477355 0.80 * 1 47216 catalog * * 4.45e-16 * 5.45e+11 200 0
J1904+0004 286.0 0.068 0.139525 233.6 233.2 0.03604563976259339 0.028 57877 57.400000000000006 -1.8 0 236.7 19.29 11.879 27.0 39.06379967837441 20.831780601720965 1.056515340050821 0.9490711961640446 8.185165593239313 0.9158723808538677 20.3472390398 16.00 2.90 1 75873 catalog -1.302954 0.423077 1.18e-16 * 1.30e+11 200 0
J1904+33 286.0 33.83 0.417 81.0 81.04 0.10773002530730295 0.001 56053 74.3 * 0 73.07 33.428 15.483 17.0 * 12.86600160077973 1.6216445396370027 0.9584658931963512 1.1366807909141563 0.22977659116999466 * * * 1 33686 gbncc * * * * * 200 0
J1905-0056 286.3 -0.94 0.643181 229.1 228.9 0.16616284270306095 0.24 57510 60.900000000000006 -2.1 0 221.89999999999998 27.516 12.606 8.0 35.186712277319685 42.59111796191218 0.4790645987800375 0.9592977363130507 12.787328419678934 1.2897220542762398 13.1289029977 9.80 0.70 2 77093 catalog -2.175198 0.251880 3.05e-15 * 1.42e+12 200 0
J1907+4002 286.8 40.03 1.235757 30.97 30.96 0.3192521172270426 0.081 55846 74.7 -2.0 0 91.45 77.37 62.058 12.0 255.13037951151654 222.6535016224635 2.7557507267567813 0.9597839135234556 15.951293974949358 2.6810726990850093 30.0408163265 23.00 1.80 2 27154 catalog -0.502788 0.329488 5.41e-16 * 8.27e+11 200 0
J1907+57 286.7 57.32 0.424 55.0 54.63 0.10953844299831282 0.002 55330 75.0 * 0 82.01 25.144 8.014 12.0 * 20.425334687684423 3.1258631202659197 0.9585112307102107 1.67795627612403 0.352978027078487 * * * 1 12027 gbncc * * * * * 200 0
J1908+2351 287.1 23.86 0.377578 101.6 102.2 0.09754553356230417 0.193 56278 74.0 -0.9 0 123.34 16.659 7.15 8.0 6.2721317517294155 7.494377780727367 0.5483544786358322 0.9581653378545417 0.8123311627148706 0.11902170268702617 1.01492806464 0.90 * 1 45475 catalog * * 1.70e-17 * 8.11e+10 200 0
J1909+0007 287.3 0.132 1.016948 112.7 112.7 0.2627238220053025 0.405 57877 61.099999999999994 -1.8 0 221.89999999999998 18.716 8.281 3.0 30.805411033679253 39.80842267467506 0.9368725303395611 0.9596928013196301 14.759002295890575 1.924567880247411 15.2604292798 12.00 0.87 3 75352 catalog * * 5.52e-15 * 2.40e+12 200 0
J1909+0254 287.4 2.914 0.989831 171.7 171.7 0.2557182702157146 0.026 57666 57.7 -2.3 0 284.0 31.087 12.739 6.0 103.79888077786391 116.54810840405862 6.734127247495715 0.9596774419600466 24.877536111334045 2.9635090415681544 28.7793041903 21.00 0.63 1 72158 catalog * * 5.53e-15 * 2.37e+12 200 0
J1910+0225 287.5 2.423 0.337855 209.0 209.0 0.08728327985659194 0.111 57692 59.900000000000006 -2.9 0 284.0 50.056 12.73 34.0 49.610766333374485 7.735062271871931 4.011108672986486 0.9577587800069627 4.545828220629544 2.394449223207494 37.8713358525 * 0.60 2 72768 catalog * * 2.62e-16 * 3.01e+11 200 1
J1910-0309 287.6 -3.16 0.504605 205.5 205.4 0.1303623727102916 0.272 57452 56.0 -2.6 0 204.79999999999998 20.082 7.231 8.0 94.23202597803396 81.14663576955182 2.164638412524481 0.9589121363029552 24.350904765869604 2.761381754679729 38.2069901399 27.00 0.55 3 80143 catalog -2.384274 0.191942 2.19e-15 * 1.06e+12 200 0
J1911-1114 287.9 -11.2 0.003626 31.02 30.97 0.003747041455772475 0.217 58355 51.5 -2.3 0 145.9 0.594 0.272 8.0 79.86900574897935 45.38290968541337 3.875099996839917 0.6132935652197342 16.705837371812798 2.6420732958958446 42.1447199083 31.00 0.50 3 91089 catalog -1.960688 0.238403 1.39e-20 XRS:[pb15] 2.28e+08 50 0
J1912+2104 288.1 21.07 2.232969 88.6 88.59 0.576877234725235 0.217 56460 74.3 -1.4 0 130.7 93.384 15.869 13.0 30.423911878857627 28.660417664844697 2.7640089683119653 0.9599257550999779 4.635997994874277 0.7077608629357777 7.23335826685 6.00 0.80 2 48525 catalog -0.009086 0.259802 1.02e-14 * 4.82e+12 200 0
J1912+2525 288.0 25.41 0.621976 37.85 37.91 0.16068462882622317 0.321 56223 73.9 -1.9 0 115.89 17.289 8.821 6.0 9.663088135275547 14.502212464068586 1.9155843239810406 0.9592539516076865 2.0379487653711292 0.38755157389977807 2.06207606784 1.60 * 3 43124 catalog * * 2.25e-16 * 3.79e+11 200 0
J1913-0440 288.4 -4.67 0.825936 89.39 89.38 0.21337675343456253 0.244 57544 57.8 -2.6 0 187.2 15.86 7.79 3.0 842.6685988002728 146.05226858226166 1.6166993332618809 0.9595527948579428 21.133755384924132 2.8818453906581922 166.978697649 118.00 6.80 2 82350 catalog -1.514174 0.349699 4.07e-15 * 1.85e+12 200 0
J1913+3732 288.3 37.53 0.851079 72.33 72.14 0.2198723314352856 0.191 56017 74.8 -1.3 0 93.69 30.098 12.683 7.0 20.313361952614315 64.0015606700709 5.544021967868908 0.9595763557188898 4.457502883655248 0.8335910755143024 2.3038891811 * 0.38 3 29827 catalog * * 1.38e-15 * 1.10e+12 200 0
J1914+0219 288.5 2.329 0.457527 233.8 236.0 0.11819998870209689 0.275 57666 57.8 -1.1 0 250.79999999999998 37.016 13.526 16.0 10.873280942922483 13.868021069161104 1.2530792459610174 0.9587020473804173 7.529340881447602 1.0075926772972958 7.77084726013 * 1.60 3 72624 catalog * * 1.02e-15 * 6.91e+11 200 0
J1915+0227 288.7 2.463 0.317306 192.6 191.9 0.08197454055194021 0.083 57666 57.8 -3.1 0 250.79999999999998 28.768 8.942 24.0 61.08410872689767 33.190282741498294 3.0466971046508076 0.9574908237495089 13.562138585960145 1.8206566604941588 32.8557029776 * 0.40 3 72624 catalog * * 2.99e-16 * 3.12e+11 200 0
J1916+32 289.0166666666666 32.236111111111114 1.137 84.2 83.383 0.293866841407568 0.223 56075 45.0 * 0 83.33850311443123 34.2 19.581 6.0 * 10.08289 9.91145 0.96 1.1304055964981703 1.1275035302390457 * * * 1 35228 lofar * * * * * 200 0
J1917+2224 289.4 22.38 0.425897 134.7 134.5 0.1100285241925765 0.23 56297 74.1 -2.2 0 130.7 38.206 21.471 18.0 13.611610153528455 25.004740411927184 2.1149359442281956 0.9585231593089116 5.043267775864154 0.7307477085553168 4.03518431725 3.00 0.36 3 46784 catalog * * 2.86e-15 * 1.12e+12 200 0
J1917-30 289.1 -29.6 1.24848 38.0 38.13 0.3225390455531453 0.181 56902 71.3 * 0 100.04 60.719 35.177 10.0 * 32.761089025889824 1.345264118437262 0.959787872930627 3.9209431867045437 0.5238492101918781 * * * 2 113447 gbncc * * * * * 200 0
J1918-0642 289.7 -6.7 0.007646 26.46 26.58 0.007901235237406603 0.321 57997 64.7 -1.6 0 157.29999999999998 2.134 0.662 14.0 6.717674800313488 13.237351597303828 1.149239178892162 0.8218544637656946 10.286980091435915 1.4510828757052732 7.3739224022 5.90 0.58 2 85023 catalog * * 2.57e-20 * 4.48e+08 50 0
J1918-1052 289.7 -10.8 0.798693 62.73 62.73 0.2063386501265365 0.211 58255 40.180469 * 0 137.9 20.273 12.529 5.0 * 21.33139869462328 2.468754131053431 0.9595248877834988 2.98616309411807 0.5930876184093061 * * * 2 90191 catalog * * 8.65e-16 * 8.41e+11 200 0
J1919+0021 289.9 0.361 1.27226 90.31 90.31 0.32868249879489025 0.174 57877 61.900000000000006 -2.3 0 190.5 47.057 24.891 7.0 89.84127943367452 75.1812789420439 1.7063584594922818 0.9597949774049332 14.206349918922623 1.5332688906720855 21.7521135011 16.00 0.80 3 75674 catalog * * 7.67e-15 * 3.16e+12 200 0
J1920+2650 290.1 26.84 0.785522 27.71 27.7 0.20293598306820923 0.148 56159 74.0 -1.3 0 116.93 23.823 13.772 9.0 49.017741909270654 113.82000821998601 2.6907414709437987 0.9595104138984301 10.941813311293757 1.4673487530391365 7.13741224253 6.00 * 3 41849 catalog -1.647245 0.669124 3.44e-17 * 1.66e+11 200 0
J1921-05B 290.3311 -5.322 2.228 80.3 80.725 0.5755780157869365 0.00028665 58087 50.0 * 0 131.6093056059762 96.435 27.703 8.0 * 17.095185657304107 10.955093951534332 0.9599999997152376 2.3058291721634334 1.5076226745415728 * * * 1 83049 gbncc * * * * * 200 0
J1921-05A 290.3 -5.1 0.79427 100.0 97.5 0.20519598849120269 0.216 58087 63.5 * 0 134.3 32.233 20.582 10.0 * 9.692170499955948 1.9792835099283381 0.9595201022402058 1.8420152509278147 0.42950765698190563 * * * 1 83049 superb * * * * * 200 0
J1921+2153 290.4 21.88 1.337302 12.44 12.47 0.34548579928898526 0.088 56457 65.4 -1.9 0 141.3 46.26 30.928 7.0 496.8390785671131 249.2886143826192 1.3946243993452854 0.9598126272236995 25.530935656826394 3.097604228786375 73.4614599166 57.00 18.80 3 47627 catalog -1.681623 0.581751 1.35e-15 * 1.36e+12 200 0
J1921+42 290.4 42.41 0.595 53.0 53.18 0.15371550373583992 0.492 55633 74.9 * 0 72.92 26.93 7.244 9.0 * 85.43952678066833 1.0684102531520052 0.9591918256523371 32.10024134625039 5.149527207935909 * * * 2 24371 catalog * * * * * 200 0
J1922+2018 290.5 20.29 1.172763 203.3 201.6 0.30297790808026026 0.338 56480 73.7 -2.4 0 153.2 79.939 56.072 15.0 10.535356531143078 8.040531499666196 4.13192171780752 0.9597625066702274 2.8157616766524822 1.4770001743885373 5.23557360267 3.80 * 1 49224 catalog * * 6.49e-16 * 8.83e+11 200 0
J1922+2110 290.7 21.17 1.077924 217.0 216.9 0.2784766901663051 0.267 56459 74.4 -2.4 0 153.2 41.807 13.453 7.0 171.75725444265265 89.55991909875247 2.823060070690644 0.9597234547770588 15.18786173685371 1.733204027503856 41.3334758106 30.00 1.40 2 48237 catalog * * 8.18e-15 * 3.00e+12 200 0
J1922+58 290.5 58.46 0.529623 53.0 53.74 0.13682565753796094 0.017 55330 75.0 * 2 95.92 20.244 13.997 7.0 43.85929556841794 16.60212974465608 2.9411685228881703 0.9590030379160529 0.9122210536438597 0.21869413767129475 3.88998568997 3.10 * 1 11218 catalog * * * * * 200 0
J1923+2515 290.8 25.26 0.003788 18.86 18.85 0.003914449264883104 0.17 56180 73.9 * 2 122.0 0.671 0.385 9.0 6.720147467691848 19.719178032816092 0.6123069465092008 0.6280790879302688 4.551462247268189 0.6016309123014644 2.32233392296 * 0.22 1 43679 catalog -1.995823 0.258556 9.56e-21 * 1.93e+08 50 0
J1927+2234 291.7 22.58 1.431066 180.0 186.5 0.36970929591467816 0.296 56296 74.2 * 2 144.10000000000002 86.332 28.128 12.0 22.18685587099837 13.09010040572987 6.232736985658116 0.9598342058110897 3.0908916201978736 1.510633643611231 7.52900456123 6.00 * 2 46496 catalog * * 7.71e-16 * 1.06e+12 200 0
J1928+28 292.0 28.82 1.063 79.0 79.23 0.27462114364907203 0.005 56107 74.1 * 0 101.97 55.518 43.645 11.0 * 13.788103818583982 2.31673400142029 0.9597164061597521 1.2866195824152973 0.27213488746757825 * * * 1 39354 gbncc * * * * * 200 0
J1929+00 292.3 0.433 1.1669 33.0 42.954537 0.073571 0.049 57877 60.2 * 0 161.7 53.715 18.843 9.0 * 24.16468651419632 0.7843522387572041 0.9597603480238835 3.3247509279773206 0.3961659105897496 * * * 1 75386 catalog * * * * * 200 0
J1929+3817 292.2 38.29 0.814215 93.4 93.22 0.2103486871836587 0.122 55851 68.769727 * 0 97.71000000000001 84.536 26.076 21.0 * 34.02503413055207 1.4330876617003225 0.9595411087825962 4.011891799191047 0.6533206569228077 * * * 2 29018 catalog * * 6.10e-16 * 7.13e+11 200 0
J1929+62 292.2 62.26 1.456004 67.7 67.7 0.3761519131115932 0.071 56657 78.8 * 2 92.35000000000001 47.791 24.006 6.0 22.046577574599457 13.696273254523465 1.0554276471238948 0.9598392976263868 0.6665045964366333 0.12347283537967216 1.75676773095 1.40 * 2 8723 catalog * * * * * 200 0
J1929+66 292.4 66.8 0.806 60.0 59.56 0.2082263798505664 0.01 55178 74.7 * 0 67.56 38.04 13.98 10.0 * 8.204085259444572 0.7781995984914396 0.9595326329502211 0.5018556928627174 0.0977496705080831 * * * 1 6139 gbncc * * * * * 200 0
J1930-01 292.5 -1.89 0.594 36.0 36.45 0.15345715835140997 0.492 57535 57.900000000000006 * 0 133.7 40.706 19.649 14.0 * 48.13135973675121 0.4719178329876404 0.9591893697212299 48.494003517248665 5.6860371647810455 * * * 2 78203 gbt350 * * * * * 200 0
J1931+30 292.8 30.58 0.582126 56.0 53.03 0.15038956525668834 0.317 56082 42.06875 * 0 113.35000000000001 21.865 8.388 8.0 * 9.076934593553913 7.826676793610513 0.9591592994331243 2.0018676407249574 1.7566903553599191 * * * 2 37613 catalog * * * * * 200 0
J1932+2020 293.0 20.34 0.268217 211.1 211.3 0.06929262397565678 0.081 56477 73.5 -2.5 0 186.89999999999998 43.582 16.149 32.0 96.62231476607397 63.55998589428646 1.8683925111565207 0.9566053833872187 19.44657543050144 1.8878103189369206 40.4928053053 29.00 1.20 2 49546 catalog * * 4.22e-15 * 1.08e+12 200 0
J1932+2220 293.0 22.34 0.14447 219.2 218.9 0.03732315768859965 0.137 56297 73.8 -1.4 0 159.2 6.602 2.385 9.0 48.48153235536959 38.13900876802583 2.1884050452188877 0.9497274671541505 5.250659570432728 0.6286710669206081 9.40336574691 7.80 1.20 2 46962 catalog -0.838468 0.220766 5.76e-14 * 2.92e+12 200 0
J1932-3655 293.0 -36.9 0.57142 59.88 60.12 0.14762371957098094 0.319 57155 63.8 -2.0 1 110.67 31.555 8.403 11.0 39.64476233703404 9.229718531112315 1.1439474942116488 0.9591306746756174 1.787180583691559 0.33876393967742063 11.81526079161768 9.00 0.70 2 121987 catalog -1.519568 0.627486 2.84e-16 * 4.08e+11 200 0
J1935+52 293.7 52.19 0.568 71.0 71.26 0.14674017835623038 0.006 55363 75.9 * 0 84.25 44.781 21.505 15.0 * 18.970286867883583 1.5983651037982063 0.9591212107353206 1.7956154190499392 0.29395413612072974 * * * 1 15954 catalog * * * * * 200 0
J1937+2544 294.2 25.73 0.20098 53.22 53.26 0.051922255362738 0.227 56180 73.7 -0.7 0 154.89999999999998 14.446 6.856 23.0 18.128714466625 55.5538830367151 0.5959691177999976 0.9543026419961398 15.675884516828143 1.6333674252314336 7.24666689019 6.60 1.40 3 43247 catalog * * 6.43e-16 * 3.64e+11 200 0
J1937+2950 294.4 29.83 1.657429 113.9 113.6 0.4281891321704025 0.101 56082 49.952147999999994 -2.4 0 138.5 119.645 35.371 14.0 9.160715959857033 28.347076304940764 2.1363180081725943 0.9598728209195264 4.528093722617111 0.7120051478462199 2.22860944204 * 0.08 2 38079 catalog -0.940449 0.571244 3.48e-15 * 2.43e+12 200 0
J1939+66 294.9 66.19 0.0222 41.0 41.24 0.008961355522415039 0.01 55179 74.6 * 0 67.86 1.587 0.484 9.0 * 18.938473659368725 1.6502749412706008 0.8454133466411173 1.3960455077078955 0.26681966839904303 * * * 1 6461 catalog * * * * * 128 0
J1939+2134 294.9 21.58 0.001558 71.02 71.02 0.0028750150638708117 0.234 56459 74.2 -2.3 1 186.6 0.821 0.284 15.0 223.2074831143695 34.391826866059326 0.40963413454130565 0.5214574588997816 36.76629051691109 3.6454524622162223 326.9263819260516 240.00 13.20 4 48038 catalog -1.706844 0.404806 1.05e-19 * 4.09e+08 28 0
J1939+2449 294.7 24.71 0.645302 142.8 143.2 0.16671079326343696 0.334 56224 73.6 * 2 177.1 33.951 23.819 10.0 8.291283239329086 22.630932804783065 4.791917280709851 0.9593018951952517 7.433857772705012 1.7355078418262135 3.76450228062 3.00 * 2 43857 catalog * * 1.83e-14 * 3.47e+12 200 0
J1940-2403 295.1 -24.0 1.855276 63.3 65.41 0.47930199144372126 0.324 56752 68.2 * 0 106.5 70.41 40.341 7.0 * 60.301818924465664 2.768735719943444 0.9598962509223172 8.681913459490628 1.3496874960248915 * * * 2 106949 catalog * * * * * 200 0
J1940-24 295.01529999999997 -24.5292 0.0982 53.2 53.4 0.039639869923475526 0.01851817 56773 70.0 * * 107.8057758232082 3.727 2.135 7.0 * 60.30181392475836 2.6838627447242414 0.96 4.985863044526792 0.7695889718154456 * * * 1 107559 gbncc * * * * * 128 0
J1941+0121 295.3 1.36 0.217317 52.7 51.87 0.05614284390817064 0.151 57755 56.8 * 0 154.39999999999998 29.499 21.266 27.0 * 19.91690952525794 1.1527972275877854 0.9550471876391794 5.651427307815172 0.7421167069237943 * * * 2 74344 catalog * * 1.91e-16 * 2.06e+11 200 0
J1941+0237 295.1 2.614 1.23234 82.7 87.21 0.3183693510484454 0.311 57693 38.680469 * 0 113.15 59.783 47.884 10.0 * 23.914405484076926 1.3289904545641644 0.9597828305773327 7.081493936503167 1.1994055757791278 * * * 2 72137 htru_hlt * * * * * 200 0
J1941-2602 295.2 -26.0 0.402858 50.04 50.03 0.10407650488069414 0.198 56777 70.9 -1.6 0 103.07000000000001 13.5 4.147 7.0 123.09037369530122 67.95858012940741 2.4796183408058488 0.958367496041277 5.645360185932912 0.8813948276205722 16.0964634386 13.00 1.90 2 109156 catalog -1.297335 0.411623 9.56e-16 * 6.28e+11 200 0
J1941+43 295.3 43.38 0.841 79.0 79.45 0.21726846830561575 0.002 55633 74.8 * 0 91.69 29.663 15.187 7.0 * 20.428190178494848 1.3474725882209182 0.9595671479027571 1.4213756875264023 0.21468685462152243 * * * 2 23795 catalog * * * * * 200 0
